avg_secchi,roaddensity_density_mperha,MRI.avg.ann.gdd
1.273618272,59.9015,1896.9112375867344
2.225896296,37.9678,1973.8081457520111
3.751983118,33.541,1800.2379453230626
3.542339277,34.3914,1813.1625615087269
3.235489855,72.6983,2087.332096222007
1.258507742,45.8752,2212.039580779235
0.62185567,32.6897,2229.7868533227133
1.302719735,50.0948,2325.4273539344645
0.558478261,54.8147,2250.0621765457236
1.073605522,39.2435,2191.262716400121
1.898448566,51.1229,2047.898356647604
2.698723268,59.2544,2109.5725464626717
2.133528421,109.9689,2261.8070104837834
2.622070253,54.8945,2000.4140001656824
4.655283038,27.3331,1811.7956541320673
2.304486007,45.4778,1865.4791271292563
2.666774458,37.7049,1729.45612913011
3.076574074,75.4711,1850.2932424231217
2.353666667,32.4903,1732.635114270828
3.245002198,75.4711,1776.6094572937104
2.644978641,35.2217,1809.442369535561
2.6924,35.2056,1744.0979617735147
2.997572292,58.4443,1840.7649533594747
3.909420905,27.6587,1811.434869923217
3.955167273,33.2254,1770.858131342114
5.343870615,40.0909,1793.07428920811
3.096254902,44.5934,1787.3394873359127
2.370292408,27.6805,1859.87653721468
2.334433657,29.3227,1772.4056354273016
3.482405122,29.3227,1772.4056354273016
2.02823,30.0221,1835.2872886262976
3.813155556,18.0134,1810.829449353347
2.488284444,15.8043,1835.2872886262976
3.376936073,36.0916,1810.2925436023984
2.16488,19.0518,1773.026925752578
2.95439931,10.0108,1847.3213803192189
3.332047664,32.8712,1814.8174851431015
3.59,25.4363,1810.2925436023984
2.660000296,54.815,1797.23889979876
3.015633793,34.9738,1843.4034184318764
3.757906006,53.0268,1774.7239354507562
2.9446,88.1549,1815.6193608207573
2.532378049,40.1803,1847.208943447389
3.315811554,43.7931,1707.0500272291838
0.786390981,38.7275,2153.881491229111
1.493440485,73.1354,2333.4840725537415
1.2991152,65.8484,2267.921367572273
1.350859353,20.2353,2364.6079242398596
3.826360935,47.826,1666.529150591762
2.778178621,76.0069,1685.015493641268
3.612104455,66.8005,1696.5905027026631
2.220684103,92.216,2321.632475492352
3.527896552,74.5059,2294.8882315684637
1.534992195,126.0616,2318.9802534353107
1.438565401,58.2076,2365.939627064782
2.677137166,83.788,2199.22636489671
2.898924675,25.6257,2314.7883889476757
1.457567917,110.723,2351.1206511485693
1.476571503,89.2722,2280.0971880694883
1.780411765,67.7221,2261.004039828334
2.168862253,69.6609,2243.996128864579
0.79807218,4.9428,2426.588624326313
2.878928462,40.9,2141.5228009065268
1.067381643,18.1459,2257.5540470895194
1.208,2.9742,2218.047819886612
1.6764,31.4563,2220.489803376058
2.742178218,31.4563,2220.489803376058
1.603873874,47.9126,2307.5404631125384
2.200882353,64.3282,2251.2559441387657
1.989560976,68.87,2297.1630211054953
1.275933409,45.0392,2233.3984464235964
1.690663725,35.0387,2234.391721976195
2.575627976,29.2657,2218.685106618052
2.66085913,22.3999,2249.888607814069
2.542670505,77.877,2242.589191936907
1.625412903,77.0026,2309.2538863621626
1.483132222,38.0517,2371.107977024337
0.656095041,24.8976,2283.119042886615
1.13098961,25.3988,2412.2726915177645
0.502546584,83.5571,2415.7195635005037
0.952101064,134.1676,2383.5681751279258
3.132666667,42.0876,1914.4991547741936
3.907021424,42.9057,1908.6783162693648
3.323991379,15.8709,1838.1683390136695
4.401081928,58.7442,1838.1118426995504
2.322061538,16.4794,1724.1210072749036
2.810240606,31.4444,1849.0909020603967
2.835809855,42.549,1979.3430299469471
2.8967875,40.768,1979.3430299469471
2.534444444,24.583,1979.3430299469471
1.585073289,53.7987,1979.3430299469471
4.217837073,42.4185,1818.969881094033
5.683223621,60.5099,1724.7443536206863
4.547634286,36.0916,1726.2684633324195
3.913847574,45.0482,1771.264391916338
1.29032,69.7822,2142.570635303619
1.617435219,65.8926,2104.3015214830302
2.58152,94.29,2142.570635303619
2.727339592,85.0612,2135.340549194928
1.34112,59.167,2217.889445048828
1.676807066,47.079,2144.5406777355056
1.674672131,51.8488,2140.2825907151214
3.227443721,54.7363,2021.337416067801
1.71704,29.7304,2137.203645905853
3.137236364,5.3236,1851.3301864665364
3.076571969,101.1057,1755.072729601769
3.0108,10.6668,1336.4834732258255
4.753024533,19.954,1367.5165301969191
2.70824,9.6534,1417.5451460727363
5.438945455,0.156,1299.8822207543974
4.588785172,14.9628,1328.5789798290143
4.181933333,0.1571,1381.54244469055
3.01294363,44.0453,1494.713674432474
5.617156522,22.0089,1465.8994628490616
4.773283761,18.2754,1381.350604030628
4.390224726,58.6131,1833.6110026509327
3.76381106,32.691,1899.6675676874468
4.9276,44.3127,1905.548026567479
4.322330435,32.323,1905.548026567479
3.815045685,42.1416,1905.548026567479
4.58411866,119.9252,1936.7075239320236
2.19342385,44.2378,1981.5845813448036
3.118538182,33.311,1994.53972250915
3.60024,15.3924,1985.4834248310744
2.282021333,86.2031,2020.087424998792
1.724035714,25.7684,1988.7399129828848
1.592363842,49.2235,2001.9111257266536
5.241206504,42.2696,1879.0182542126197
3.342362483,31.4841,1965.4870725443443
2.883679918,24.1841,1982.3322140492337
3.243943662,29.0417,1742.440054847559
2.830850413,30.2771,1883.3914940555296
4.353151648,54.4162,1883.3914940555296
2.651096154,54.5322,1883.3914940555296
4.303095502,61.3463,1893.4443861610416
5.198569281,62.903,1866.5576391801592
3.298685712,30.7926,1883.3914940555296
4.303714286,45.3602,1883.3914940555296
4.013248,63.5738,1883.3914940555296
4.341953271,47.6807,1883.3914940555296
4.2164,87.4742,1923.291750268684
5.44638033,40.3373,1942.1631460298747
3.917602469,32.2135,1883.3914940555296
3.668894382,37.9752,1883.3914940555296
4.320764835,40.1336,1883.3914940555296
4.896706667,42.9196,1918.607565961556
2.241877778,11.459,1883.3914940555296
4.354277229,57.0502,1828.344477787208
3.27244882,83.3935,1973.681274227312
2.896766026,52.2278,1986.987453958108
4.541807746,59.5022,2028.1271972805112
3.858911184,36.4583,1933.4423040438269
4.492374026,38.4153,1883.3914940555296
3.421818993,97.1958,1941.3034740185285
2.942133333,39.6857,1987.7436986295584
2.8652,45.3259,1979.3430299469471
2.3918,80.9011,1979.3430299469471
3.905236379,63.0523,1933.4423040438269
2.312960677,41.0234,2009.7094043647132
6.97992,28.5816,1969.1622291700285
9.0678,28.5816,1862.6656099828176
10.88,28.5816,1890.575847965104
10.88,28.5816,1862.6656099828176
10.88,28.5816,1862.6656099828176
11.7348,18.6657,2044.0355327067748
0.6248,66.9898,2320.425758115016
0.31,73.1826,2558.0181127700284
0.7619836,34.0797,2196.762412243393
0.918167203,85.5335,2437.704503784577
1.146863469,77.6221,2366.703875057726
2.7432,63.816,2316.209023018606
1.98214527,92.6389,2213.24094151947
2.571705112,44.2011,2214.7299850330564
1.955112195,104.1512,2354.0826430655848
1.66660098,76.7696,2370.6967890712053
3.679050794,37.3234,2308.9917122710604
1.391927737,90.806,2401.0561500524623
1.874242424,9.7142,2336.485651471746
2.439264706,19.0464,2346.747106014563
1.840947778,49.6204,2362.7802552081025
3.467823529,85.1868,2274.577596756016
3.374182564,48.1773,1962.5428411307432
3.302962543,71.9184,1895.6019791518236
3.321019827,62.5461,1999.5520796823037
1.759939003,29.4784,2039.8700101880224
3.545205446,67.0541,1893.6154536089389
4.240989029,49.6396,1887.2213174909052
2.582881146,35.9657,1939.869974748362
3.396240908,35.2551,1970.7045148026664
3.723580926,69.4655,1892.15765444433
3.778726025,33.0531,1865.773828770943
2.791264723,30.0683,1924.341535987024
1.856152809,21.1085,1948.56150518709
2.153136207,33.1861,1959.601362190549
2.401,37.9007,1892.15765444433
2.716216667,47.6689,1989.1678661668448
3.137430894,22.5438,1987.2389505179024
3.720473529,27.8395,1776.6218015688871
3.218243284,37.7545,1937.378522796248
4.019021538,61.5905,1963.9044506796408
3.636026087,35.6676,1776.6218015688871
4.1148,60.3518,1946.8071952879068
3.548489552,38.4945,1888.9321463606832
2.529,17.2394,1887.404930522004
4.079306803,40.1846,1890.2812614690947
2.418737778,16.0701,1963.8301251364023
2.078150289,30.4775,2019.149007639082
2.7432,40.4136,1983.973627395268
3.723582873,26.5723,1957.869106395707
3.083651429,30.7304,2008.454641805276
2.53524631,34.2202,1879.3797415328845
2.1209,17.9185,2035.5536183492352
1.34112,18.7338,1879.3797415328845
2.493869307,12.5466,1983.686702335488
2.271500559,22.8944,1965.4573195717337
2.619888344,25.7729,1989.4195489565532
1.793965714,24.4087,2013.6991679517073
1.627824,23.5652,2008.914637435871
1.068496063,38.495,2399.317307607429
1.991696744,38.6108,1993.4764051804243
1.59532,52.1829,2027.283578696787
1.124089712,32.0378,1998.9088962471133
1.63068,53.1972,2241.993775079511
0.971640764,127.3471,2403.791992123238
3.357442975,130.0251,2297.3256944495556
1.475342122,94.7058,2358.8278688932733
1.316197023,126.6005,2388.448690639061
0.431818182,118.2152,2534.797534447298
3.894768047,110.5677,2270.923258833851
2.136626812,89.2272,2303.627589472322
2.385199375,133.9321,2324.7554790799095
1.68919,129.0236,2373.62858911382
1.5494,99.9197,2400.064188871298
3.035027778,60.0751,2281.017531642236
2.112583333,59.3242,2293.691945064216
1.708861489,120.0002,2355.110026841566
5.115182524,104.7277,2351.0401964359617
0.83356175,64.0861,2443.5136936265226
1.64,70.0713,2389.682397550095
1.528961814,88.0577,2359.2755835292674
2.160246154,100.1694,2341.0691428392925
1.794937626,90.5821,2321.6693133366566
2.7703374099999998,94.9614,2246.5663774049485
1.996732921,84.6445,2277.1715441342517
1.193841667,31.8155,2313.580552861331
2.827128125,97.2299,2196.4833537419
1.629018901,95.5601,2296.8178897353523
2.8738576,82.026,2362.8402906333636
3.488418079,62.8254,2250.367759616601
3.556056338,60.6226,2250.367759616601
3.756381579,92.5015,2250.367759616601
5.84948878,73.3938,2195.4169205644557
1.151054217,35.1995,2402.811538591568
1.4,110.2328,2449.697396136444
1.227880588,81.9259,2338.2758579681963
1.810116312,28.3148,2234.6816366956796
3.81,24.5026,2206.228152640786
1.300968302,58.0708,2280.1675547027894
0.788846154,107.1762,2335.471169729464
1.0287,14.8031,2338.306560149096
0.47754386,33.2341,2442.6931154132085
0.816864,34.6677,2258.502539629898
1.542739044,34.6677,2258.502539629898
1.297797101,34.6677,2258.502539629898
1.729205602,31.6293,2288.049028453613
1.528571429,81.196,2341.3428903926383
3.522683721,64.0984,1749.8055015174111
3.82049313,58.0623,1728.4018937537735
1.528887066,51.9494,1873.9866381731065
2.360611765,33.3566,1873.9866381731065
2.315985,37.9653,1873.9866381731065
1.343525874,11.8574,1893.8562620149169
2.614439024,52.4331,1927.3715460316564
4.600266222,39.5883,1674.7667806080722
2.05166875,33.1724,1775.0172846076428
3.074604975,55.9394,1821.169628175623
4.66787234,28.4016,1787.0587110929011
3.175925926,53.3747,1801.4340970860126
1.643534239,51.6175,2062.7851939464035
1.7543003129999999,75.0919,1963.9808507902392
0.650674965,70.9308,2253.8020845689057
1.158189091,30.3607,2204.305711533229
4.205536,77.0468,2027.9738753188344
1.8519688,61.7294,2081.621940844576
3.105911111,28.5857,1714.2885545680226
3.937785366,35.1247,1789.820638780997
3.768225067,35.1247,1789.820638780997
5.239635744,49.3448,1716.9604693049353
3.7792,28.8216,1801.65661720977
2.609725926,68.4633,1857.8497001113456
4.188910112,128.072,1829.0623294949617
4.792315862,64.1234,1802.591083126738
4.572,9.8727,1618.8891625610622
4.6101,55.7086,1722.6216748839645
2.5918,94.2346,1875.6736757766232
3.172771111,6.7908,1792.6823673334543
0.61,7.2988,1718.2467551580817
4.058147416,41.3129,1709.175014203228
2.420172308,21.7539,1806.082562629589
0.91,0,1821.8600751336453
3.03,33.2023,1791.9570079804405
3.239904189,33.2023,1791.9570079804405
2.825,4.3694,1802.2118357135112
2.948106667,3.1314,1831.8973546387783
2.076428571,33.7578,1812.915485822444
0.96,8.5871,1737.2300667959105
2.878559459,36.7086,1742.0158430739868
0.91,0,1888.564272793427
0.522945161,22.616,2214.6937318506966
0.612380658,41.5027,2332.9803189222885
0.888031333,27.5183,2239.6875455110317
0.66602,35.6086,2033.8273712287032
0.479175789,35.9402,2290.226141072693
1.061242409,49.6077,2007.181934153529
1.952318857,46.4028,2180.5569591088315
1.414248763,34.6453,2089.599914089279
3.74181858,91.891,2086.699625894432
3.755335229,65.1498,2147.171380283144
3.80675392,52.3481,2073.1779032871764
3.862976895,79.7803,2119.906979786028
2.319991258,68.3543,2090.7420773751833
2.218226036,87.0372,2170.0708327292937
2.897784615,56.9242,2176.807675237232
2.932885854,25.9675,2149.6643119947444
2.298534347,39.8062,2079.9930550009326
0.98298,27.6919,2095.711187159244
0.530352,24.0711,2219.168109610468
3.309527053,0,1661.0832304608507
1.7272,0,1646.668134601518
1.759186885,37.0853,1712.646422967836
2.762704033,0,1689.227746139041
1.3073104,30.4496,2333.628636787673
1.276628955,68.9313,2327.034875919847
1.787206184,67.703,2285.1019243217384
1.237417971,88.5751,2355.5287497214363
2.313318222,83.7379,2245.6274334684094
1.614943182,48.5647,2338.1987597695133
1.7952689,49.4781,2165.345559143773
1.106397473,56.1054,2374.35958659379
0.635248,13.9711,2226.293990505215
3.092527138,38.9627,1754.388380930215
3.497297297,48.015,1786.8540466633458
0.924678571,29.1729,2289.223076893895
1.24409581,39.5563,2238.4273284688693
2.691745653,39.1464,2163.920532381977
1.717722105,17.4219,2222.543998603695
2.372684007,36.2851,2155.538938030984
0.764509613,35.443600000000004,2255.6383434735635
2.478166667,33.1617,2097.1907301264564
4.245685358,55.1627,2182.903558087298
3.446957241,69.1301,1928.6687078637192
0.859166667,51.233,1983.6687970720473
1.635155556,19.4871,1947.4244650693577
1.558461538,10.7289,1814.8822109606283
4.776182192,47.5787,1930.0858297762052
4.508631356,42.2559,1917.0995328157885
2.805257644,62.5897,1961.4159667944236
3.622018529,49.478,1993.1116479102327
4.001053755,40.1805,1960.1636928055732
0.608394955,31.9657,2268.7415360170644
1.205816,19.6368,2148.5204593335347
1.480900046,40.5543,2243.210672924518
1.97898087,53.8102,1986.779015895106
3.840104497,40.2453,1854.824497374242
2.011050431,41.6569,1843.751932479047
2.017871549,56.0003,1951.2943082925765
3.909215145,55.873,1840.7371886400256
3.753651612,27.024,1830.5050055153397
5.117642353,25.8161,1819.541121790032
3.536935535,59.7291,1864.5673137907804
5.780635016,47.3939,1936.0469382065223
3.480729867,44.4474,1835.847505773303
3.981916522,31.7553,1931.2950160170064
2.204148546,27.5452,1918.2375829846176
6.205624896,32.2192,1822.6215994477773
6.676301156,35.6761,1818.9858511810364
3.513416918,32.0405,1868.8564518602263
2.86512,44.4474,1835.847505773303
2.851681712,30.9364,1815.7330373244024
4.105107076,35.4491,1839.3721799381456
4.974238992,34.2435,1844.178617624102
5.075180135,35.2293,1852.332830988948
4.28554742,28.9729,1860.4991314979268
5.079912681,51.9574,1772.138055587681
3.16920375,29.4997,1931.3729005490968
3.15,25.0936,1903.5353630070256
4.293231034,40.2743,1859.0180817661656
5.735125412,34.0585,1835.4012289581729
1.976865455,26.3014,1936.8035229404015
3.31378406,65.2463,1877.9453241378735
1.421428571,24.014,2000.7279845116316
2.39050416,42.174,1963.925257071212
3.197126667,36.901,1959.1441759033153
3.42765977,59.0366,1719.7695062434727
3.132495738,41.7292,1839.4130287300668
2.595694864,51.6239,1867.533803251782
4.370063079,54.5075,1842.268382932044
3.750885167,54.5075,1842.268382932044
3.586146963,50.7404,1997.7095587900503
2.453629091,54.1411,1951.9639055534328
3.218995556,43.6683,1974.8132271605773
3.358389167,40.3624,1887.0807723457297
3.872203999,54.5075,1868.780303373664
1.65656,14.4212,2020.541766423019
3.543620901,38.3779,1924.0401264337215
3.038622857,43.0403,1808.839021160556
1.373084,13.0995,2095.093348071579
5.90242268,23.6048,1855.62189556002
2.836363636,39.522,1916.0886246646328
4.411078259,62.6014,1720.0750447073926
3.193642554,95.3389,1693.5987774784232
1.119950374,72.6859,2049.828355574185
1.065306409,32.746,2047.9738388785968
2.971349792,37.534,1825.8721634893416
2.869531341,53.8255,2014.2722042815144
3.770220354,71.178,1935.464731672961
1.50344411,34.3127,2147.6981407698954
2.393301245,23.7331,1994.7840955610031
1.497417492,51.2577,2019.8967988184995
2.902281501,73.0834,2007.917009092769
3.154992868,18.0044,2050.3315472614186
0.581468485,8.2124,2120.4654223084717
2.010295533,140.4056,2266.7575171872177
1.620207402,69.9818,2308.293027409646
1.374132653,73.4949,2428.3278840904336
2.126621639,77.2807,2304.70146710848
2.384916201,94.8291,2385.767623467199
3.153934872,104.7023,2257.9081512505336
1.92020973,124.5107,2413.0811945030173
2.342758621,133.4108,2134.870670390614
2.790909091,59.5418,2229.365633446259
2.67641519,99.5063,2323.093712364727
2.015166045,88.5351,2281.985534377049
2.258035189,127.258,2243.2720385237963
2.541080272,76.2798,2202.322356048469
1.723939394,53.7737,2308.8134760548087
1.7272,89.8342,2288.1267024555996
3.168385215,67.6812,2224.6551667420617
1.1176,72.6197,2392.8718920173724
2.366608125,112.2431,2343.6453370147715
3.436627517,102.9454,2156.4961763598412
0.855167312,79.6483,2336.93167849817
0.699489412,79.6483,2184.92770460149
0.865005755,44.5706,2236.055687704975
1.500496886,29.5844,2265.721259262065
1.126929388,35.8611,2339.9850869870647
1.207806486,50.3438,2328.7577582681806
0.848666667,10.1321,2297.9807052942815
1.121986,51.2453,2334.8117428767614
1.088043192,46.6683,2285.814101536148
1.409765113,31.6218,2298.2800662295667
5.924982534,32.1603,1499.7535631126227
2.9508,0,1689.227746139041
1.7272,2.7606,1672.7851431563836
2.740208,0,1694.1453858507296
1.530096,41.919,1613.2896805798537
2.77368,32.8126,1583.6927019300367
2.440792,0,1660.0721852109057
4.846602398,101.6158,1579.0497872756184
1.572768,17.3516,1623.608918135822
0.70104,15.5561,1627.5157429654323
2.214110173,0,1678.6301572001848
2.533787666,7.9064,1678.6301572001848
3.114285714,39.4119,1645.5793730217883
7.12762,64.2083,1497.4706222238146
1.953601905,61.9324,2332.510723558921
2.729698473,93.0776,2310.7613302236
1.247815916,41.2879,2392.312676281748
1.325889039,93.2801,2243.1085674055216
0.704748603,32.4735,2518.4180626053644
1.539803687,43.8676,2253.5844029314712
0.771435176,62.7059,2259.957810782526
0.878836842,74.6211,2210.3415092481837
3.109710029,82.5471,2070.2800105214433
3.640015453,108.5129,2070.2800105214433
0.797677122,52.4309,2176.7808253521916
1.261177994,42.1856,2197.5906782974635
2.877812766,33.9525,2121.9276736391735
2.437601058,28.7857,2169.034796085522
2.737209937,26.0638,2125.5109790922675
2.237557391,38.189,2122.0305534586405
1.621288066,51.0528,2127.9549234395945
2.057823622,70.0172,2098.5346985102956
0.726117231,40.748,2098.5346985102956
0.775563806,34.9456,2098.5346985102956
0.775023333,19.313,2098.5346985102956
1.550211185,37.9989,2098.5346985102956
0.705500787,41.4524,2098.5346985102956
5.057482529,39.1103,2067.1402472692143
2.841351565,75.9646,2081.190516409891
3.336931633,126.7983,2072.710440789268
1.64592,37.8092,2098.5346985102956
1.68855,53.9042,2098.5346985102956
1.192044414,38.7068,2098.5346985102956
2.577018367,18.0155,2094.1155104239233
1.745252932,30.2333,2148.235333921365
2.912301832,29.7533,2088.858594458716
1.524,84.3502,2294.997554818786
0.669253509,25.0092,2163.847433460772
5.13521703,32.6291,1965.5059182944017
2.21276,18.6865,2067.4721679930412
1.8288,41.5373,1991.5263404467128
2.969630047,37.4059,2020.7707844416127
1.30048,58.2482,2021.7725042265515
1.358947368,16.2764,2038.3942686168016
1.575887536,19.9471,2029.7840341112176
1.426077333,22.6346,2081.5326202255055
1.190263158,63.6795,2105.213871224857
2.118205128,31.6113,2034.6599588898364
2.467977136,52.3506,1966.867503864973
1.979015658,33.1724,1775.0172846076428
1.036931741,20.9465,1954.2972154653248
1.90334624,30.751,2262.2072510692046
1.472353788,64.2588,2291.9289667745647
1.068771454,89.9575,2196.2169900172767
2.215771028,36.4059,2184.1354589883645
2.869474286,34.6842,2183.9389507882715
1.449103059,52.3382,2160.0027676598907
1.755896,58.4578,2179.76906203891
1.281219512,47.1224,2320.982754211299
1.280818713,88.2212,2386.8746578875607
2.567966935,136.3289,2229.6080586896023
0.686613725,86.9062,2438.422833019746
3.281483695,55.8802,2234.363212952713
3.111447488,62.1781,2234.363212952713
4.3383504,49.5797,2169.8582454978764
4.36774,49.391,2170.981854960779
2.342948718,94.3549,2287.7223491064515
2.54657277,64.2225,2200.832634808725
2.94459364,63.41,2059.436341987429
1.759383026,108.9763,2104.774445612203
1.670827015,100.4841,2265.0316892152296
3.863733183,123.0549,2146.027097171416
0.794166667,46.6992,2230.399246246391
1.881771429,52.8047,2222.7280540692464
1.2192,162.4971,2268.6820279258477
3.680685714,147.7769,2165.1434542399347
5.300371429,27.5472,2109.755479157112
1.688359355,35.6012,2249.7960004566817
1.283333333,17.3691,2262.1834094676683
2.091133333,40.236,2263.4954992439375
2.3876,93.3329,2196.853487168086
4.279303623,22.2808,2172.693983167377
1.2192,55.4047,2216.428170810772
1.005963889,90.8301,2313.4262217678506
1.033155963,38.4901,2289.649627397035
1.678093333,31.6255,2162.394283664607
0.9906,31.6255,2162.394283664607
2.29630339,86.2246,2186.2844615611975
1.74554,39.647,2169.098794381513
4.4196,28.4431,2238.474590733167
3.401868063,42.4546,2079.838570987568
2.026778351,42.4546,2079.838570987568
1.393406897,49.5692,2183.4204949187333
2.5689768,22.4853,2155.834231126958
1.246065882,59.9248,2201.0103344230074
1.554487167,28.2537,2208.427411512058
1.336613091,72.4792,2130.4772545217866
0.824904706,34.5867,2343.0593004498996
1.250472727,33.8989,2329.089724413456
1.615491654,80.1355,2291.099615465172
1.935138137,34.4344,2244.626223674773
2.059700699,26.973,2216.398359948827
1.631305691,46.5788,2208.494819659921
2.371124731,36.6185,2192.779389294742
1.268472394,30.9686,2293.155694498931
1.542212912,30.9686,2293.155694498931
3.137513311,43.3619,2060.675869237846
2.662142857,16.4028,2137.0148985458736
2.923392453,46.632,1994.3370222841368
2.673425688,64.1911,2154.5087744727116
1.3716,40.7474,2134.126046750422
1.385613675,23.5266,2237.322888660177
5.607286355,51.8816,2073.6838651909716
1.71440995,38.0776,2141.1828676981872
2.489380117,36.697,2145.089585438813
2.65544,42.4865,2170.030657313821
5.37935631,51.8816,2073.6838651909716
