EWMSTATUS,avg_secchi,roaddensity_density_mperha,ACCESS.avg.ann.gdd
0,1.273618272,59.9015,1642.7369010532216
1,2.225896296,37.9678,1727.2368241440768
0,3.751983118,33.541,1551.9107861195948
0,3.542339277,34.3914,1556.52042591717
1,3.235489855,72.6983,1798.5228155732766
1,1.258507742,45.8752,1918.4535008288285
1,0.62185567,32.6897,1933.7763904606545
1,1.302719735,50.0948,2030.3845326434969
1,0.558478261,54.8147,1945.4540825632632
1,1.073605522,39.2435,1913.4756867491549
1,1.898448566,51.1229,1767.7781327436817
1,2.698723268,59.2544,1816.393735576265
1,2.133528421,109.9689,1976.4964767566316
1,2.622070253,54.8945,1726.7115690578084
0,4.655283038,27.3331,1559.1352525996217
0,2.304486007,45.4778,1623.8231541053033
0,2.666774458,37.7049,1487.788990464755
0,3.076574074,75.4711,1610.83741723149
0,2.353666667,32.4903,1494.4554779431933
0,3.245002198,75.4711,1531.198914656975
0,2.644978641,35.2217,1560.0795560661118
0,2.6924,35.2056,1503.6330328775866
0,2.997572292,58.4443,1597.92739806566
0,3.909420905,27.6587,1573.8369074399666
0,3.955167273,33.2254,1530.945295697275
0,5.343870615,40.0909,1551.0200769518783
0,3.096254902,44.5934,1549.7320523772116
0,2.370292408,27.6805,1620.385896450955
0,2.334433657,29.3227,1535.5440868522485
0,3.482405122,29.3227,1535.5440868522485
0,2.02823,30.0221,1579.8970005739916
0,3.813155556,18.0134,1551.218483529905
0,2.488284444,15.8043,1579.8970005739916
0,3.376936073,36.0916,1554.4725274175717
0,2.16488,19.0518,1519.3126054546815
0,2.95439931,10.0108,1592.5437185868734
0,3.332047664,32.8712,1559.52747486612
0,3.59,25.4363,1554.4725274175717
0,2.660000296,54.815,1544.266812090625
0,3.015633793,34.9738,1587.1731680014366
0,3.757906006,53.0268,1525.7516179089484
0,2.9446,88.1549,1558.1925234271816
0,2.532378049,40.1803,1591.7481743277983
0,3.315811554,43.7931,1457.6529527568466
0,0.786390981,38.7275,1878.0277671183817
1,1.493440485,73.1354,2046.1079224955615
1,1.2991152,65.8484,1974.0680452051283
1,1.350859353,20.2353,2057.564517929395
1,3.826360935,47.826,1413.533093121275
1,2.778178621,76.0069,1435.6653978854683
1,3.612104455,66.8005,1445.642422497585
1,2.220684103,92.216,2025.001469452755
1,3.527896552,74.5059,1995.782228711075
1,1.534992195,126.0616,2026.163995245035
1,1.438565401,58.2076,2069.57601417251
1,2.677137166,83.788,1905.5566762795831
1,2.898924675,25.6257,2018.8834307912084
1,1.457567917,110.723,2052.710002175608
1,1.476571503,89.2722,1984.750580711112
1,1.780411765,67.7221,1975.1290190875568
1,2.168862253,69.6609,1948.670509984735
0,0.79807218,4.9428,2130.55176868643
1,2.878928462,40.9,1859.256534770665
1,1.067381643,18.1459,1973.7120371855267
1,1.208,2.9742,1930.31169628339
1,1.6764,31.4563,1935.442654591515
1,2.742178218,31.4563,1935.442654591515
1,1.603873874,47.9126,2017.1951434741184
1,2.200882353,64.3282,1967.4759348413768
1,1.989560976,68.87,2012.0296041458416
1,1.275933409,45.0392,1950.20558556969
1,1.690663725,35.0387,1940.21841939901
1,2.575627976,29.2657,1927.3088038909264
1,2.66085913,22.3999,1963.9406312541032
1,2.542670505,77.877,1959.3027612985616
1,1.625412903,77.0026,2022.203167246575
1,1.483132222,38.0517,2080.38699812021
1,0.656095041,24.8976,1992.5431711262363
1,1.13098961,25.3988,2118.667260207497
1,0.502546584,83.5571,2107.887209393975
1,0.952101064,134.1676,2091.4099883148283
1,3.132666667,42.0876,1654.987112302925
1,3.907021424,42.9057,1644.17718619617
0,3.323991379,15.8709,1580.3534195172433
1,4.401081928,58.7442,1581.5066643450616
1,2.322061538,16.4794,1470.8910008653434
1,2.810240606,31.4444,1591.2621412225767
0,2.835809855,42.549,1720.4074049534584
0,2.8967875,40.768,1720.4074049534584
0,2.534444444,24.583,1720.4074049534584
0,1.585073289,53.7987,1720.4074049534584
0,4.217837073,42.4185,1564.1385671156518
0,5.683223621,60.5099,1479.968312900405
0,4.547634286,36.0916,1473.4002650879183
0,3.913847574,45.0482,1515.0870222737733
1,1.29032,69.7822,1857.1912260496051
1,1.617435219,65.8926,1825.65929267479
1,2.58152,94.29,1857.1912260496051
1,2.727339592,85.0612,1853.8463412683984
1,1.34112,59.167,1929.06397829755
1,1.676807066,47.079,1859.9942562690685
0,1.674672131,51.8488,1852.3879237267583
1,3.227443721,54.7363,1754.5184794536185
1,1.71704,29.7304,1871.1058953034485
0,3.137236364,5.3236,1612.3823419503883
0,3.076571969,101.1057,1508.8177179313916
0,3.0108,10.6668,1111.823144059602
0,4.753024533,19.954,1146.0184247756
0,2.70824,9.6534,1194.4520688603834
0,5.438945455,0.156,1087.05805297453
0,4.588785172,14.9628,1105.2022744997582
0,4.181933333,0.1571,1159.7145103502282
0,3.01294363,44.0453,1263.8925455985118
0,5.617156522,22.0089,1236.8734067810217
0,4.773283761,18.2754,1154.3420293383551
1,4.390224726,58.6131,1582.8626663851549
1,3.76381106,32.691,1640.9065683846916
1,4.9276,44.3127,1651.6975925662832
1,4.322330435,32.323,1651.6975925662832
1,3.815045685,42.1416,1651.6975925662832
0,4.58411866,119.9252,1675.966492675585
1,2.19342385,44.2378,1727.3031058995116
0,3.118538182,33.311,1735.978265583945
0,3.60024,15.3924,1729.7314140747017
0,2.282021333,86.2031,1766.9578132282118
1,1.724035714,25.7684,1729.7928426634282
1,1.592363842,49.2235,1740.653113900437
1,5.241206504,42.2696,1620.5705228880763
1,3.342362483,31.4841,1709.0784246206315
1,2.883679918,24.1841,1729.2172192852283
1,3.243943662,29.0417,1490.4907500042166
0,2.830850413,30.2771,1617.2844586988883
0,4.353151648,54.4162,1617.2844586988883
0,2.651096154,54.5322,1617.2844586988883
0,4.303095502,61.3463,1636.87010864606
0,5.198569281,62.903,1608.96042447884
0,3.298685712,30.7926,1617.2844586988883
0,4.303714286,45.3602,1617.2844586988883
0,4.013248,63.5738,1617.2844586988883
0,4.341953271,47.6807,1617.2844586988883
0,4.2164,87.4742,1670.5315046123017
1,5.44638033,40.3373,1679.0029384942
0,3.917602469,32.2135,1617.2844586988883
0,3.668894382,37.9752,1617.2844586988883
0,4.320764835,40.1336,1617.2844586988883
1,4.896706667,42.9196,1658.8662610624767
0,2.241877778,11.459,1617.2844586988883
0,4.354277229,57.0502,1571.7467349544067
0,3.27244882,83.3935,1712.9778314981634
0,2.896766026,52.2278,1729.789670064417
0,4.541807746,59.5022,1763.9272911004282
0,3.858911184,36.4583,1674.7629690277531
0,4.492374026,38.4153,1617.2844586988883
1,3.421818993,97.1958,1683.41589687074
0,2.942133333,39.6857,1727.8123143941516
0,2.8652,45.3259,1720.4074049534584
0,2.3918,80.9011,1720.4074049534584
0,3.905236379,63.0523,1674.7629690277531
0,2.312960677,41.0234,1753.193292542457
0,6.97992,28.5816,1707.48607130736
0,9.0678,28.5816,1599.1046477204734
0,10.88,28.5816,1627.4899006620385
1,10.88,28.5816,1599.1046477204734
0,10.88,28.5816,1599.1046477204734
0,11.7348,18.6657,1785.289834958015
0,0.6248,66.9898,2011.6492812736349
0,0.31,73.1826,2231.7240841847533
0,0.7619836,34.0797,1897.34839334558
1,0.918167203,85.5335,2131.45080375014
1,1.146863469,77.6221,2055.76898396398
1,2.7432,63.816,2019.497540149892
1,1.98214527,92.6389,1916.8190408856367
1,2.571705112,44.2011,1918.690587912025
1,1.955112195,104.1512,2050.318463258872
1,1.66660098,76.7696,2064.1406219458668
1,3.679050794,37.3234,2002.0530577099885
1,1.391927737,90.806,2088.283243461885
1,1.874242424,9.7142,2025.42538702345
1,2.439264706,19.0464,2039.55569548414
1,1.840947778,49.6204,2057.058695152135
1,3.467823529,85.1868,1975.8019831617585
0,3.374182564,48.1773,1709.5923671046469
0,3.302962543,71.9184,1642.7567736085384
1,3.321019827,62.5461,1744.9238481192217
0,1.759939003,29.4784,1785.8385182712334
1,3.545205446,67.0541,1643.28390924274
1,4.240989029,49.6396,1625.8101236359716
0,2.582881146,35.9657,1692.7359453650367
0,3.396240908,35.2551,1718.7608566890883
0,3.723580926,69.4655,1643.53551678575
0,3.778726025,33.0531,1616.8670577466316
0,2.791264723,30.0683,1668.537243085845
0,1.856152809,21.1085,1697.352129807865
0,2.153136207,33.1861,1706.45158964906
0,2.401,37.9007,1643.53551678575
0,2.716216667,47.6689,1737.816178605455
0,3.137430894,22.5438,1734.7932094697949
0,3.720473529,27.8395,1527.5628391133866
0,3.218243284,37.7545,1689.940794723015
0,4.019021538,61.5905,1712.952923350295
0,3.636026087,35.6676,1527.5628391133866
0,4.1148,60.3518,1686.4503105345634
0,3.548489552,38.4945,1634.84262139292
0,2.529,17.2394,1640.589995978165
0,4.079306803,40.1846,1638.2429827707667
1,2.418737778,16.0701,1714.520802875535
0,2.078150289,30.4775,1771.0256677927282
0,2.7432,40.4136,1724.917201922505
0,3.723582873,26.5723,1702.8829637053516
0,3.083651429,30.7304,1758.4341042129015
0,2.53524631,34.2202,1631.32014169309
1,2.1209,17.9185,1783.0581348600033
0,1.34112,18.7338,1631.32014169309
0,2.493869307,12.5466,1732.9767010396683
0,2.271500559,22.8944,1717.1164242200916
0,2.619888344,25.7729,1740.474829906945
1,1.793965714,24.4087,1762.651704561
0,1.627824,23.5652,1759.1248144411215
1,1.068496063,38.495,2093.6268860483915
0,1.991696744,38.6108,1743.7468924956668
0,1.59532,52.1829,1777.71760366099
0,1.124089712,32.0378,1755.9527673190632
1,1.63068,53.1972,1938.206386042355
1,0.971640764,127.3471,2094.566305129607
1,3.357442975,130.0251,1994.3477675929685
1,1.475342122,94.7058,2057.5156576724485
1,1.316197023,126.6005,2085.053842191882
1,0.431818182,118.2152,2218.732165747552
1,3.894768047,110.5677,1974.209288608165
1,2.136626812,89.2272,2008.1313367071284
1,2.385199375,133.9321,2027.1180487086915
1,1.68919,129.0236,2065.5118236789617
1,1.5494,99.9197,2092.246647281555
1,3.035027778,60.0751,1986.1634128927817
1,2.112583333,59.3242,1997.0600620402815
1,1.708861489,120.0002,2059.671425341725
1,5.115182524,104.7277,2052.04677512474
1,0.83356175,64.0861,2143.6662773143385
1,1.64,70.0713,2081.3433066264115
1,1.528961814,88.0577,2061.2607856824716
1,2.160246154,100.1694,2043.99794164031
1,1.794937626,90.5821,2024.9047656228215
1,2.7703374099999998,94.9614,1953.9346549801433
1,1.996732921,84.6445,1991.54848421986
1,1.193841667,31.8155,2026.2091159369363
1,2.827128125,97.2299,1913.2411413877237
1,1.629018901,95.5601,2013.3686076163815
1,2.8738576,82.026,2067.083859630255
1,3.488418079,62.8254,1958.6014384549217
1,3.556056338,60.6226,1958.6014384549217
1,3.756381579,92.5015,1958.6014384549217
1,5.84948878,73.3938,1896.3405218870064
1,1.151054217,35.1995,2101.668607317292
1,1.4,110.2328,2141.667152060965
1,1.227880588,81.9259,2043.62234481747
1,1.810116312,28.3148,1950.9584936328783
1,3.81,24.5026,1919.0925395318432
1,1.300968302,58.0708,1998.497740661173
1,0.788846154,107.1762,2054.043803249722
1,1.0287,14.8031,2056.24559089978
1,0.47754386,33.2341,2141.548190329768
1,0.816864,34.6677,1975.0902900453632
1,1.542739044,34.6677,1975.0902900453632
1,1.297797101,34.6677,1975.0902900453632
1,1.729205602,31.6293,2002.0037044084015
1,1.528571429,81.196,2044.7133289630983
0,3.522683721,64.0984,1496.8879237692818
0,3.82049313,58.0623,1476.0685838516383
0,1.528887066,51.9494,1622.5410808012766
0,2.360611765,33.3566,1622.5410808012766
0,2.315985,37.9653,1622.5410808012766
0,1.343525874,11.8574,1632.2867496073115
0,2.614439024,52.4331,1674.584479936585
0,4.600266222,39.5883,1427.4976036343733
0,2.05166875,33.1724,1524.1373426427533
0,3.074604975,55.9394,1563.43177017443
1,4.66787234,28.4016,1537.4570153349466
0,3.175925926,53.3747,1548.0523934605048
1,1.643534239,51.6175,1791.3706080330717
1,1.7543003129999999,75.0919,1699.125396310685
1,0.650674965,70.9308,1975.05434330711
1,1.158189091,30.3607,1922.32457257476
1,4.205536,77.0468,1762.4038795499284
1,1.8519688,61.7294,1816.9153004179536
0,3.105911111,28.5857,1471.5722422374365
1,3.937785366,35.1247,1544.4299686948616
1,3.768225067,35.1247,1544.4299686948616
0,5.239635744,49.3448,1474.6825275529068
0,3.7792,28.8216,1550.9595275996617
1,2.609725926,68.4633,1600.2703741939683
1,4.188910112,128.072,1568.124168557425
1,4.792315862,64.1234,1543.9948397127066
1,4.572,9.8727,1375.3170113592766
0,4.6101,55.7086,1463.50455105896
0,2.5918,94.2346,1620.8759875948083
0,3.172771111,6.7908,1546.517618895035
0,0.61,7.2988,1468.0102534772566
0,4.058147416,41.3129,1463.4327262561485
0,2.420172308,21.7539,1552.251914525
0,0.91,0,1555.1400108773116
0,3.03,33.2023,1540.1378343805118
0,3.239904189,33.2023,1540.1378343805118
0,2.825,4.3694,1550.59391987793
0,2.948106667,3.1314,1576.5738324170666
0,2.076428571,33.7578,1563.919090487835
0,0.96,8.5871,1481.3653146068784
0,2.878559459,36.7086,1494.7473442077269
0,0.91,0,1616.585591896487
0,0.522945161,22.616,1935.134020757475
0,0.612380658,41.5027,2049.299982327742
0,0.888031333,27.5183,1949.7642057709484
0,0.66602,35.6086,1758.735158177975
0,0.479175789,35.9402,2006.9211979095
1,1.061242409,49.6077,1754.7158084083233
0,1.952318857,46.4028,1904.6390647448768
1,1.414248763,34.6453,1818.028529018605
1,3.74181858,91.891,1821.7995814443616
1,3.755335229,65.1498,1874.2437853707468
1,3.80675392,52.3481,1801.6435655173
0,3.862976895,79.7803,1851.43782778125
0,2.319991258,68.3543,1823.857377503055
0,2.218226036,87.0372,1902.6197883226384
1,2.897784615,56.9242,1908.8213084232336
1,2.932885854,25.9675,1882.947205263125
1,2.298534347,39.8062,1814.7708776579684
1,0.98298,27.6919,1823.8023944967883
0,0.530352,24.0711,1943.586712841412
0,3.309527053,0,1417.2391081195449
0,1.7272,0,1396.9141757952866
0,1.759186885,37.0853,1461.97994883837
0,2.762704033,0,1450.841514916753
0,1.3073104,30.4496,2039.5913393791632
1,1.276628955,68.9313,2034.0018083944
1,1.787206184,67.703,1992.2205628938864
1,1.237417971,88.5751,2060.8243330023265
1,2.313318222,83.7379,1952.0225176621968
1,1.614943182,48.5647,2044.6504456898883
1,1.7952689,49.4781,1870.47247884708
1,1.106397473,56.1054,2078.786216775072
1,0.635248,13.9711,1946.314315865441
0,3.092527138,38.9627,1508.7524640009551
0,3.497297297,48.015,1542.7676163945837
1,0.924678571,29.1729,2015.8972771081485
1,1.24409581,39.5563,1962.937537521695
1,2.691745653,39.1464,1887.071951395223
1,1.717722105,17.4219,1944.8016460337933
1,2.372684007,36.2851,1881.953524943968
1,0.764509613,35.443600000000004,1980.8088562546
1,2.478166667,33.1617,1819.8724988170284
1,4.245685358,55.1627,1907.7919815519067
1,3.446957241,69.1301,1675.154059390867
0,0.859166667,51.233,1728.0052481371831
0,1.635155556,19.4871,1694.4557151277068
0,1.558461538,10.7289,1562.990914642925
1,4.776182192,47.5787,1670.7759096277816
1,4.508631356,42.2559,1655.7558175329234
1,2.805257644,62.5897,1708.8970527893866
0,3.622018529,49.478,1734.6292390344431
1,4.001053755,40.1805,1694.6029682958783
0,0.608394955,31.9657,1996.6648516643083
0,1.205816,19.6368,1859.91882309474
0,1.480900046,40.5543,1948.0524298228231
0,1.97898087,53.8102,1740.8455109813683
0,3.840104497,40.2453,1608.3624664866516
0,2.011050431,41.6569,1598.44212516518
0,2.017871549,56.0003,1706.5048220634917
0,3.909215145,55.873,1593.7507208304366
0,3.753651612,27.024,1586.9645180155517
0,5.117642353,25.8161,1574.6788921787615
0,3.536935535,59.7291,1614.2949654773315
0,5.780635016,47.3939,1685.7524875234683
0,3.480729867,44.4474,1589.1969391969233
0,3.981916522,31.7553,1683.0983380635932
0,2.204148546,27.5452,1671.6070566382616
0,6.205624896,32.2192,1575.7284132437169
0,6.676301156,35.6761,1567.7123285278367
0,3.513416918,32.0405,1619.3516249632066
0,2.86512,44.4474,1589.1969391969233
0,2.851681712,30.9364,1571.9083662364285
0,4.105107076,35.4491,1587.2081799481984
0,4.974238992,34.2435,1596.0590602829516
0,5.075180135,35.2293,1605.2277461861067
0,4.28554742,28.9729,1614.2063813007717
0,5.079912681,51.9574,1522.7473623626863
0,3.16920375,29.4997,1685.6029270618633
0,3.15,25.0936,1660.4496696090982
0,4.293231034,40.2743,1615.6926725032115
0,5.735125412,34.0585,1587.8662312132349
0,1.976865455,26.3014,1691.8458053418233
0,3.31378406,65.2463,1622.0145453833015
0,1.421428571,24.014,1759.026053059615
0,2.39050416,42.174,1719.0051535563116
0,3.197126667,36.901,1710.9877314414766
0,3.42765977,59.0366,1480.1433448785983
0,3.132495738,41.7292,1596.5801162253683
0,2.595694864,51.6239,1627.8698941262933
0,4.370063079,54.5075,1598.9867343218116
0,3.750885167,54.5075,1598.9867343218116
0,3.586146963,50.7404,1753.96074128239
0,2.453629091,54.1411,1707.538148913333
0,3.218995556,43.6683,1725.521314758783
0,3.358389167,40.3624,1641.5661097492866
0,3.872203999,54.5075,1625.711754812505
0,1.65656,14.4212,1774.884549382185
0,3.543620901,38.3779,1677.2393646208334
0,3.038622857,43.0403,1568.6458556348666
0,1.373084,13.0995,1850.3598977024633
0,5.90242268,23.6048,1605.8205080058667
0,2.836363636,39.522,1668.936040043233
1,4.411078259,62.6014,1461.3932525127184
1,3.193642554,95.3389,1443.8112039806963
1,1.119950374,72.6859,1786.0898802744118
1,1.065306409,32.746,1781.4395952263233
1,2.971349792,37.534,1580.6143996102717
1,2.869531341,53.8255,1753.025716066405
0,3.770220354,71.178,1677.9303511332116
1,1.50344411,34.3127,1882.3518277793569
0,2.393301245,23.7331,1740.4080393793918
0,1.497417492,51.2577,1765.5307608132466
1,2.902281501,73.0834,1753.6869173834366
0,3.154992868,18.0044,1781.8097450316734
1,0.581468485,8.2124,1852.591282926235
1,2.010295533,140.4056,1966.838514302085
1,1.620207402,69.9818,2011.34838737675
1,1.374132653,73.4949,2112.8380198271966
1,2.126621639,77.2807,1999.19916356861
1,2.384916201,94.8291,2075.281619128015
1,3.153934872,104.7023,1952.779113309115
1,1.92020973,124.5107,2104.1895365360965
1,2.342758621,133.4108,1842.1541678002864
1,2.790909091,59.5418,1936.940786311667
1,2.67641519,99.5063,2017.157046154813
1,2.015166045,88.5351,1979.8306006129917
1,2.258035189,127.258,1942.8477924478
1,2.541080272,76.2798,1908.4561474421316
0,1.723939394,53.7737,2013.862308443325
1,1.7272,89.8342,1992.9061709129269
1,3.168385215,67.6812,1931.15579749575
1,1.1176,72.6197,2087.6147289914034
1,2.366608125,112.2431,2037.1310230491015
1,3.436627517,102.9454,1855.95935259053
0,0.855167312,79.6483,2040.5447477987984
0,0.699489412,79.6483,1886.363210490055
1,0.865005755,44.5706,1930.8473490820704
1,1.500496886,29.5844,1963.0753059387264
1,1.126929388,35.8611,2044.502289854017
1,1.207806486,50.3438,2032.390777262275
0,0.848666667,10.1321,1999.827091522045
1,1.121986,51.2453,2035.1244005373117
1,1.088043192,46.6683,1990.1312780344333
1,1.409765113,31.6218,2007.285243566865
0,5.924982534,32.1603,1239.18625677242
0,2.9508,0,1450.841514916753
0,1.7272,2.7606,1432.1770728720085
0,2.740208,0,1450.1290753481633
0,1.530096,41.919,1363.2534094623966
0,2.77368,32.8126,1340.0276415395033
0,2.440792,0,1439.830969979035
0,4.846602398,101.6158,1332.2667755287234
0,1.572768,17.3516,1376.1932409288768
0,0.70104,15.5561,1384.3742387832583
0,2.214110173,0,1457.2279687077869
0,2.533787666,7.9064,1457.2279687077869
1,3.114285714,39.4119,1409.956543703895
1,7.12762,64.2083,1257.1817784583916
1,1.953601905,61.9324,2035.7096958999916
1,2.729698473,93.0776,2016.321672972255
1,1.247815916,41.2879,2093.4903549544265
1,1.325889039,93.2801,1953.9311313673336
1,0.704748603,32.4735,2207.438333892688
1,1.539803687,43.8676,1961.3740761548167
1,0.771435176,62.7059,1979.923113133508
1,0.878836842,74.6211,1933.7638728567483
1,3.109710029,82.5471,1800.0355615843516
1,3.640015453,108.5129,1800.0355615843516
1,0.797677122,52.4309,1897.530605847673
1,1.261177994,42.1856,1922.9430810994536
1,2.877812766,33.9525,1841.8619517861284
1,2.437601058,28.7857,1893.5565322462037
0,2.737209937,26.0638,1852.2502691701568
0,2.237557391,38.189,1851.0763473915515
0,1.621288066,51.0528,1860.7745136483616
0,2.057823622,70.0172,1823.18559304905
0,0.726117231,40.748,1823.18559304905
0,0.775563806,34.9456,1823.18559304905
0,0.775023333,19.313,1823.18559304905
0,1.550211185,37.9989,1823.18559304905
0,0.705500787,41.4524,1823.18559304905
0,5.057482529,39.1103,1792.41682940535
1,2.841351565,75.9646,1806.9987807847
1,3.336931633,126.7983,1803.91737267795
0,1.64592,37.8092,1823.18559304905
0,1.68855,53.9042,1823.18559304905
0,1.192044414,38.7068,1823.18559304905
1,2.577018367,18.0155,1817.207257219405
0,1.745252932,30.2333,1878.5774085407968
1,2.912301832,29.7533,1818.63515729807
0,1.524,84.3502,2018.276715204345
0,0.669253509,25.0092,1902.3050362081751
0,5.13521703,32.6291,1700.7410362996234
1,2.21276,18.6865,1800.3002040515482
0,1.8288,41.5373,1722.788100115023
1,2.969630047,37.4059,1753.7530196075384
1,1.30048,58.2482,1763.1326667649666
0,1.358947368,16.2764,1780.5023297039884
0,1.575887536,19.9471,1770.1571947157167
0,1.426077333,22.6346,1818.0302590000233
0,1.190263158,63.6795,1836.001612283035
0,2.118205128,31.6113,1773.4089427496651
0,2.467977136,52.3506,1708.2818387890616
0,1.979015658,33.1724,1524.1373426427533
0,1.036931741,20.9465,1698.61170892213
1,1.90334624,30.751,1964.5455130408468
1,1.472353788,64.2588,1999.70068712589
1,1.068771454,89.9575,1906.603680089885
1,2.215771028,36.4059,1893.3228516336833
1,2.869474286,34.6842,1897.463410821852
1,1.449103059,52.3382,1873.2850715984785
1,1.755896,58.4578,1893.760093724265
1,1.281219512,47.1224,2020.143574112485
1,1.280818713,88.2212,2082.4499245347615
1,2.567966935,136.3289,1930.5051335772769
1,0.686613725,86.9062,2127.588249646634
1,3.281483695,55.8802,1937.675726353007
1,3.111447488,62.1781,1937.675726353007
1,4.3383504,49.5797,1875.4320933889949
1,4.36774,49.391,1872.9780618277216
1,2.342948718,94.3549,1989.2922131834168
1,2.54657277,64.2225,1911.230535354733
1,2.94459364,63.41,1772.84234253367
1,1.759383026,108.9763,1818.9064527881485
1,1.670827015,100.4841,1968.7945984723017
1,3.863733183,123.0549,1854.8711273675967
1,0.794166667,46.6992,1926.78104630356
1,1.881771429,52.8047,1927.6029574541733
1,1.2192,162.4971,1962.990544121855
1,3.680685714,147.7769,1860.367966740635
1,5.300371429,27.5472,1829.5601611580632
1,1.688359355,35.6012,1966.4410270230785
1,1.283333333,17.3691,1979.6130783185083
1,2.091133333,40.236,1982.3193143921
1,2.3876,93.3329,1909.904409211107
1,4.279303623,22.2808,1888.5814704438667
1,1.2192,55.4047,1934.0829731423464
1,1.005963889,90.8301,2029.0136220833551
1,1.033155963,38.4901,2007.0803723571116
1,1.678093333,31.6255,1882.150941011075
1,0.9906,31.6255,1882.150941011075
1,2.29630339,86.2246,1905.8538054199184
1,1.74554,39.647,1889.4703952335085
1,4.4196,28.4431,1954.0365577534933
0,3.401868063,42.4546,1801.6902112942869
0,2.026778351,42.4546,1801.6902112942869
1,1.393406897,49.5692,1904.678776097005
1,2.5689768,22.4853,1870.806151733315
1,1.246065882,59.9248,1927.1031611463284
1,1.554487167,28.2537,1926.74514820529
1,1.336613091,72.4792,1855.90926470223
1,0.824904706,34.5867,2055.0902938129584
1,1.250472727,33.8989,2043.854571285765
1,1.615491654,80.1355,2006.6096247982816
1,1.935138137,34.4344,1964.0440956344232
1,2.059700699,26.973,1932.3715283396768
1,1.631305691,46.5788,1928.836853791557
1,2.371124731,36.6185,1917.0765438536264
1,1.268472394,30.9686,2008.827703286655
1,1.542212912,30.9686,2008.827703286655
1,3.137513311,43.3619,1788.7440704038968
1,2.662142857,16.4028,1856.102745689055
0,2.923392453,46.632,1718.308002039657
1,2.673425688,64.1911,1874.920364066243
1,1.3716,40.7474,1854.2919226323968
1,1.385613675,23.5266,1950.553237825825
1,5.607286355,51.8816,1795.0153339346284
1,1.71440995,38.0776,1864.54306453714
1,2.489380117,36.697,1860.8862117405267
1,2.65544,42.4865,1889.648121499075
1,5.37935631,51.8816,1795.0153339346284
